Key,Base,Language,Translation
"setting_section_sync_short","Sync","es","Sincronizar"
"setting_sync_control_panel","Sync Control Panel","es","Panel de control de sincronización"
"setting_section_advanced","Advanced","es","Avanzado"
"setting_vt_api_key_title","VirusTotal API Key","es","Clave API de VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","es","Pegue la clave API aquí…"
"setting_diagnostics_title","Diagnostics","es","Diagnóstico"
"setting_installer_package_title","Installer Package","es","Paquete de instalación"
"backup_settings_title","Backup Settings","es","Ajustes de copia de seguridad"
"backup_output_path","Output Path","es","Ruta de salida"
"backup_filename_template","Filename Template","es","Plantilla de nombre de archivo"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","es","Etiquetas: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","fr","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","fr","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","fr",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","fr","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","fr","%d%%"
"apk_info_version_detail","%1$s (%2$d)","fr","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","fr","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","fr","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","fr","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","fr","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","fr","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","fr","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","fr","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","fr","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","fr","Universal Installer"
"setting_github_title","GitHub","fr","GitHub"
"setting_telegram_title","Telegram","fr","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","fr","universal-installer.pwhs.app"
"setting_rate_title","Rate App","fr","Évaluer l'application"
"about_creator_subtitle","Pass With High Score","fr","Pass With High Score"
"about_license_subtitle","GNU GPL v3","fr","GNU GPL v3"
"about_btn_ok","OK","fr","OK"
"installer_mode_shizuku","Shizuku","fr","Shizuku"
"installer_mode_root","Root","fr","Root"
"tv_sync_screen_title","Send to TV","fr","Envoyer vers la TV"
"tv_sync_hero_title","Send an app to your TV","fr","Envoyer une application sur votre TV"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","fr","Sur la TV, ouvrez Universal Installer → Installer, puis scannez le code QR qui s'y affiche."
"tv_sync_btn_scan","Scan TV QR","fr","Scanner le code QR TV"
"tv_sync_prompt_scan","Scan the QR on your TV","fr","Scannez le code QR sur votre TV"
"tv_sync_status_connected","Connected to %1$s","fr","Connecté à %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","fr","Choisir l'APK à envoyer"
"tv_sync_btn_rescan","Scan a different TV","fr","Scanner une autre TV"
"tv_sync_status_sending","Sending…","fr","Envoi…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","fr","Envoyé ✓ — confirmez l'installation sur votre TV"
"tv_sync_status_failed","Failed: %1$s","fr","Échec: %1$s"
"sync_storage_permission_title","Storage Permission Required","fr","Autorisation de stockage requise"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant \"All files access\" in Settings.","fr","Le serveur de synchronisation a besoin d'un accès complet au stockage pour partager et gérer les fichiers APK. Veuillez accorder \"Accès à tous les fichiers\" dans les paramètres."
"sync_open_settings","Open Settings","fr","Ouvrir les paramètres"
"sync_qr_code_title","Scan QR Code","fr","Scanner le code QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","fr","Ouvrez votre appareil photo et scannez ce code pour accéder au serveur."
"sync_close","Close","fr","Fermer"
"sync_server_offline","Server Offline","fr","Serveur hors ligne"
"sync_server_starting","Starting…","fr","Démarrage…"
"sync_server_online","Server Online","fr","Serveur en ligne"
"sync_server_error","Error","fr","Erreur"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","fr","Partager des fichiers APK avec d'autres appareils sur le même réseau Wi-Fi."
"sync_server_mode","Server Mode","fr","Mode serveur"
"sync_server_running","Running","fr","En cours d'exécution"
"sync_server_tap_to_start","Tap to start","fr","Appuyez pour démarrer"
"sync_server_settings","Server Settings","fr","Paramètres du serveur"
"sync_port","Port","fr","Port"
"sync_require_pin","Require PIN","fr","Nécessite un code PIN"
"sync_require_pin_subtitle","Guard transfers with a password","fr","Protéger les transferts avec un mot de passe"
"sync_pin_code","PIN Code","fr","Code PIN"
"sync_active_downloads","Active Downloads","fr","Téléchargements actifs"
"sync_active_downloads_count","%d downloading","fr","%d en cours de téléchargement"
"sync_no_active_downloads","No active downloads","fr","Aucun téléchargement actif"
"sync_server_url","Server URL","fr","URL du serveur"
"sync_active_transfer","Active Transfer","fr","Transfert actif"
"sync_active_transfers_count","Active Transfers (%d)","fr","Transferts actifs (%d)"
"sync_add_files_to_share","Add Files to Share","fr","Ajouter des fichiers à partager"
"sync_shared_files_count","Shared Files (%1$d)","fr","Fichiers partagés (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","fr","Activez le serveur pour commencer à partager des fichiers"
"sync_delete_cd","Delete","fr","Supprimer"
"sync_percentage","%1$d%%","fr","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","fr","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","fr","%1$d fichier(s) ajouté(s), %2$d non pris en charge ignoré(s)"
"sync_toast_added","Added %1$d file(s) to Sync Folder","fr","%1$d fichier(s) ajouté(s) au dossier de synchronisation"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","fr","Aucun fichier de package pris en charge sélectionné (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","fr","Échec de la copie des fichiers"
"file_size_gb","%1$.1f GB","fr","%1$.1f Go"
"file_size_mb","%1$.1f MB","fr","%1$.1f Mo"
"file_size_kb","%1$.0f KB","fr","%1$.0f Ko"
"file_size_b","%1$d B","fr","%1$d o"
"setting_retry_root","Retry Root Probe","fr","Réessayer la sonde Root"
"setting_section_interface","Interface","fr","Interface"
"setting_section_security","Security","fr","Sécurité"
"setting_lock_install_title","Lock Installations","fr","Verrouiller les installations"
"setting_lock_install_subtitle","Require biometric to confirm install","fr","Nécessite des données biométriques pour confirmer l'installation"
"setting_lock_uninstall_title","Lock Uninstalls","fr","Verrouiller les désinstallations"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","fr","Nécessite des données biométriques pour confirmer la désinstallation"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","fr","Aucun verrouillage biométrique ou de l'appareil configuré sur cet appareil."
"setting_section_sync_short","Sync","fr","Synchroniser"
"setting_sync_control_panel","Sync Control Panel","fr","Panneau de configuration de la synchronisation"
"setting_section_advanced","Advanced","fr","Avancé"
"setting_vt_api_key_title","VirusTotal API Key","fr","Clé API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","fr","Collez la clé API ici…"
"setting_diagnostics_title","Diagnostics","fr","Diagnostics"
"setting_installer_package_title","Installer Package","fr","Package d'installation"
"backup_settings_title","Backup Settings","fr","Paramètres de sauvegarde"
"backup_output_path","Output Path","fr","Chemin de sortie"
"backup_filename_template","Filename Template","fr","Modèle de nom de fichier"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","fr","Tags: {name}, {pkg}, {version}, {code}"
"tv_sync_prompt_scan","Scan the QR on your TV","fr","Scannez le code QR sur votre TV"
"tv_sync_status_connected","Connected to %1$s","fr","Connecté à %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","fr","Choisir l'APK à envoyer"
"tv_sync_btn_rescan","Scan a different TV","fr","Scanner une autre TV"
"tv_sync_status_sending","Sending…","fr","Envoi en cours…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","fr","Envoyé ✓ — confirmez l'installation sur votre TV"
"tv_sync_status_failed","Failed: %1$s","fr","Échec : %1$s"
"sync_storage_permission_title","Storage Permission Required","fr","Autorisation de stockage requise"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","fr","Le serveur de synchronisation nécessite un accès complet au stockage pour partager et gérer les fichiers APK. Veuillez accorder « Accès à tous les fichiers » dans les paramètres."
"sync_open_settings","Open Settings","fr","Ouvrir les paramètres"
"sync_qr_code_title","Scan QR Code","fr","Scanner le code QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","fr","Ouvrez votre appareil photo et scannez ce code pour accéder au serveur."
"sync_close","Close","fr","Fermer"
"sync_server_offline","Server Offline","fr","Serveur hors ligne"
"sync_server_starting","Starting…","fr","Démarrage…"
"sync_server_online","Server Online","fr","Serveur en ligne"
"sync_server_error","Error","fr","Erreur"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","fr","Partagez des fichiers APK vers d'autres appareils sur le même réseau Wi-Fi."
"sync_server_mode","Server Mode","fr","Mode serveur"
"sync_server_running","Running","fr","En cours d'exécution"
"sync_server_tap_to_start","Tap to start","fr","Appuyer pour démarrer"
"sync_server_settings","Server Settings","fr","Paramètres du serveur"
"sync_port","Port","fr","Port"
"sync_require_pin","Require PIN","fr","Exiger un code PIN"
"sync_require_pin_subtitle","Guard transfers with a password","fr","Protéger les transferts avec un mot de passe"
"sync_pin_code","PIN Code","fr","Code PIN"
"sync_active_downloads","Active Downloads","fr","Téléchargements actifs"
"sync_active_downloads_count","%d downloading","fr","%d en cours de téléchargement"
"sync_no_active_downloads","No active downloads","fr","Aucun téléchargement actif"
"sync_server_url","Server URL","fr","URL du serveur"
"sync_active_transfer","Active Transfer","fr","Transfert actif"
"sync_active_transfers_count","Active Transfers (%d)","fr","Transferts actifs (%d)"
"sync_add_files_to_share","Add Files to Share","fr","Ajouter des fichiers à partager"
"sync_shared_files_count","Shared Files (%1$d)","fr","Fichiers partagés (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","fr","Activez le serveur pour commencer à partager des fichiers"
"sync_delete_cd","Delete","fr","Supprimer"
"sync_percentage","%1$d%%","fr","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","fr","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","fr","%1$d fichier(s) ajouté(s), %2$d non pris en charge ignoré(s)"
"sync_toast_added","Added %1$d file(s) to Sync Folder","fr","%1$d fichier(s) ajouté(s) au dossier de synchronisation"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","fr","Aucun fichier de package pris en charge sélectionné (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","fr","Échec de la copie des fichiers"
"file_size_gb","%1$.1f GB","fr","%1$.1f Go"
"file_size_mb","%1$.1f MB","fr","%1$.1f Mo"
"file_size_kb","%1$.0f KB","fr","%1$.0f Ko"
"file_size_b","%1$d B","fr","%1$d o"
"setting_retry_root","Retry Root Probe","fr","Réessayer la sonde Root"
"setting_section_interface","Interface","fr","Interface"
"setting_section_security","Security","fr","Sécurité"
"setting_lock_install_title","Lock Installations","fr","Verrouiller les installations"
"setting_lock_install_subtitle","Require biometric to confirm install","fr","Exiger la biométrie pour confirmer l'installation"
"setting_lock_uninstall_title","Lock Uninstalls","fr","Verrouiller les désinstallations"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","fr","Exiger la biométrie pour confirmer la désinstallation"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","fr","Aucune biométrie ni verrouillage d'appareil configuré sur cet appareil."
"setting_section_sync_short","Sync","fr","Synchro"
"setting_sync_control_panel","Sync Control Panel","fr","Panneau de configuration de la synchronisation"
"setting_section_advanced","Advanced","fr","Avancé"
"setting_vt_api_key_title","VirusTotal API Key","fr","Clé API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","fr","Collez la clé API ici…"
"setting_diagnostics_title","Diagnostics","fr","Diagnostics"
"setting_installer_package_title","Installer Package","fr","Package du programme d'installation"
"backup_settings_title","Backup Settings","fr","Paramètres de sauvegarde"
"backup_output_path","Output Path","fr","Chemin de sortie"
"backup_filename_template","Filename Template","fr","Modèle de nom de fichier"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","fr","Balises : {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","hi","यूनिवर्सल इंस्टालर"
"download_notif_running_text","%1$s / %2$s · %3$d%%","hi","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","hi",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","hi","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","hi","%d%%"
"apk_info_version_detail","%1$s (%2$d)","hi","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","hi","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","hi","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","hi","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","hi","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","hi","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","hi","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","hi","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","hi","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","hi","यूनिवर्सल इंस्टालर"
"setting_github_title","GitHub","hi","GitHub"
"setting_telegram_title","Telegram","hi","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","hi","universal-installer.pwhs.app"
"setting_rate_title","Rate App","hi","ऐप को रेट करें"
"about_creator_subtitle","Pass With High Score","hi","Pass With High Score"
"about_license_subtitle","GNU GPL v3","hi","GNU GPL v3"
"about_btn_ok","OK","hi","ठीक है"
"installer_mode_shizuku","Shizuku","hi","Shizuku"
"installer_mode_root","Root","hi","Root"
"tv_sync_screen_title","Send to TV","hi","टीवी पर भेजें"
"tv_sync_hero_title","Send an app to your TV","hi","अपने टीवी पर एक ऐप भेजें"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","hi","टीवी पर, यूनिवर्सल इंस्टालर → इंस्टॉल खोलें, फिर वहां दिखाए गए QR को स्कैन करें।"
"tv_sync_btn_scan","Scan TV QR","hi","टीवी QR स्कैन करें"
"tv_sync_prompt_scan","Scan the QR on your TV","hi","अपने टीवी पर QR स्कैन करें"
"tv_sync_status_connected","Connected to %1$s","hi","%1$s से कनेक्ट हो गया"
"tv_sync_btn_choose_apk","Choose APK to send","hi","भेजने के लिए APK चुनें"
"tv_sync_btn_rescan","Scan a different TV","hi","एक अलग टीवी को स्कैन करें"
"tv_sync_status_sending","Sending…","hi","भेज रहा है…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","hi","भेजा गया ✓ — अपने टीवी पर इंस्टॉलेशन की पुष्टि करें"
"tv_sync_status_failed","Failed: %1$s","hi","विफल: %1$s"
"sync_storage_permission_title","Storage Permission Required","hi","स्टोरेज अनुमति आवश्यक है"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","hi","सिंक सर्वर को APK फ़ाइलों को साझा और प्रबंधित करने के लिए पूर्ण स्टोरेज एक्सेस की आवश्यकता होती है। कृपया सेटिंग्स में ""सभी फ़ाइलों तक पहुंच"" प्रदान करें।"
"sync_open_settings","Open Settings","hi","सेटिंग्स खोलें"
"sync_qr_code_title","Scan QR Code","hi","QR कोड स्कैन करें"
"sync_qr_code_message","Open your camera and scan this code to access the server.","hi","अपना कैमरा खोलें और सर्वर तक पहुँचने के लिए इस कोड को स्कैन करें।"
"sync_close","Close","hi","बंद करें"
"sync_server_offline","Server Offline","hi","सर्वर ऑफ़लाइन"
"sync_server_starting","Starting…","hi","शुरू हो रहा है…"
"sync_server_online","Server Online","hi","सर्वर ऑनलाइन"
"sync_server_error","Error","hi","त्रुटि"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","hi","एक ही वाई-फाई नेटवर्क पर अन्य उपकरणों पर APK फ़ाइलें साझा करें।"
"sync_server_mode","Server Mode","hi","सर्वर मोड"
"sync_server_running","Running","hi","चल रहा है"
"sync_server_tap_to_start","Tap to start","hi","शुरू करने के लिए टैप करें"
"sync_server_settings","Server Settings","hi","सर्वर सेटिंग्स"
"sync_port","Port","hi","पोर्ट"
"sync_require_pin","Require PIN","hi","पिन की आवश्यकता है"
"sync_require_pin_subtitle","Guard transfers with a password","hi","पासवर्ड से ट्रांसफर को सुरक्षित करें"
"sync_pin_code","PIN Code","hi","पिन कोड"
"sync_active_downloads","Active Downloads","hi","सक्रिय डाउनलोड"
"sync_active_downloads_count","%d downloading","hi","%d डाउनलोड हो रहा है"
"sync_no_active_downloads","No active downloads","hi","कोई सक्रिय डाउनलोड नहीं"
"sync_server_url","Server URL","hi","सर्वर URL"
"sync_active_transfer","Active Transfer","hi","सक्रिय ट्रांसफर"
"sync_active_transfers_count","Active Transfers (%d)","hi","सक्रिय ट्रांसफर (%d)"
"sync_add_files_to_share","Add Files to Share","hi","साझा करने के लिए फ़ाइलें जोड़ें"
"sync_shared_files_count","Shared Files (%1$d)","hi","साझा की गई फ़ाइलें (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","hi","फ़ाइलें साझा करना शुरू करने के लिए सर्वर चालू करें"
"sync_delete_cd","Delete","hi","हटाएं"
"sync_percentage","%1$d%%","hi","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","hi","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","hi","%1$d फ़ाइलें जोड़ी गईं, %2$d असमर्थित छोड़ी गईं"
"sync_toast_added","Added %1$d file(s) to Sync Folder","hi","%1$d फ़ाइलें सिंक फ़ोल्डर में जोड़ी गईं"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","hi","कोई समर्थित पैकेज फ़ाइल चयनित नहीं है (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","hi","फ़ाइलों की प्रतिलिपि बनाने में विफल"
"file_size_gb","%1$.1f GB","hi","%1$.1f GB"
"file_size_mb","%1$.1f MB","hi","%1$.1f MB"
"file_size_kb","%1$.0f KB","hi","%1$.0f KB"
"file_size_b","%1$d B","hi","%1$d B"
"setting_retry_root","Retry Root Probe","hi","रूट जांच का पुनः प्रयास करें"
"setting_section_interface","Interface","hi","इंटरफेस"
"setting_section_security","Security","hi","सुरक्षा"
"setting_lock_install_title","Lock Installations","hi","इंस्टॉलेशन लॉक करें"
"setting_lock_install_subtitle","Require biometric to confirm install","hi","इंस्टॉल की पुष्टि करने के लिए बायोमेट्रिक आवश्यक है"
"setting_lock_uninstall_title","Lock Uninstalls","hi","अनइंस्टॉल लॉक करें"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","hi","अनइंस्टॉल की पुष्टि करने के लिए बायोमेट्रिक आवश्यक है"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","hi","इस डिवाइस पर कोई बायोमेट्रिक या डिवाइस लॉक सेट नहीं है।"
"setting_section_sync_short","Sync","hi","सिंक"
"setting_sync_control_panel","Sync Control Panel","hi","सिंक कंट्रोल पैनल"
"setting_section_advanced","Advanced","hi","उन्नत"
"setting_vt_api_key_title","VirusTotal API Key","hi","VirusTotal API कुंजी"
"setting_vt_api_key_placeholder","Paste API key here…","hi","यहां API कुंजी पेस्ट करें…"
"setting_diagnostics_title","Diagnostics","hi","डायग्नोस्टिक्स"
"setting_installer_package_title","Installer Package","hi","इंस्टॉलर पैकेज"
"backup_settings_title","Backup Settings","hi","बैकअप सेटिंग्स"
"backup_output_path","Output Path","hi","आउटपुट पथ"
"backup_filename_template","Filename Template","hi","फ़ाइल नाम टेम्पलेट"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","hi","टैग: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","in","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","in","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","in",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","in","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","in","%d%%"
"apk_info_version_detail","%1$s (%2$d)","in","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","in","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","in","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","in","Aurora Store"
"setting_shizuku_installer_preset_fdroid","F-Droid","in","F-Droid"
"setting_shizuku_installer_preset_amazon","Amazon Appstore","in","Amazon Appstore"
"setting_shizuku_installer_preset_samsung","Samsung Galaxy Store","in","Samsung Galaxy Store"
"setting_shizuku_installer_preset_huawei","Huawei AppGallery","in","Huawei AppGallery"
"setting_shizuku_installer_preset_xiaomi","Xiaomi GetApps","in","Xiaomi GetApps"
"setting_about_app_name","Universal Installer","in","Universal Installer"
"setting_github_title","GitHub","in","GitHub"
"setting_telegram_title","Telegram","in","Telegram"
"setting_website_subtitle","universal-installer.pwhs.app","in","universal-installer.pwhs.app"
"setting_rate_title","Rate App","in","Beri Nilai Aplikasi"
"about_creator_subtitle","Pass With High Score","in","Pass With High Score"
"about_license_subtitle","GNU GPL v3","in","GNU GPL v3"
"about_btn_ok","OK","in","Oke"
"installer_mode_shizuku","Shizuku","in","Shizuku"
"installer_mode_root","Root","in","Root"
"tv_sync_screen_title","Send to TV","in","Kirim ke TV"
"tv_sync_hero_title","Send an app to your TV","in","Kirim aplikasi ke TV Anda"
"tv_sync_instructions","On the TV, open Universal Installer → Install, then scan the QR shown there.","in","Di TV, buka Universal Installer → Instal, lalu pindai QR yang ditampilkan di sana."
"tv_sync_btn_scan","Scan TV QR","in","Pindai QR TV"
"tv_sync_prompt_scan","Scan the QR on your TV","in","Pindai QR di TV Anda"
"tv_sync_status_connected","Connected to %1$s","in","Terhubung ke %1$s"
"tv_sync_btn_choose_apk","Choose APK to send","in","Pilih APK untuk dikirim"
"tv_sync_btn_rescan","Scan a different TV","in","Pindai TV lain"
"tv_sync_status_sending","Sending…","in","Mengirim…"
"tv_sync_status_sent","Sent ✓ — confirm the install on your TV","in","Terkirim ✓ — konfirmasikan penginstalan di TV Anda"
"tv_sync_status_failed","Failed: %1$s","in","Gagal: %1$s"
"sync_storage_permission_title","Storage Permission Required","in","Izin Penyimpanan Diperlukan"
"sync_storage_permission_message","Sync Server needs full storage access to share and manage APK files. Please grant ""All files access"" in Settings.","in","Server Sinkronisasi memerlukan akses penyimpanan penuh untuk membagikan dan mengelola file APK. Harap berikan ""Akses ke semua file"" di Pengaturan."
"sync_open_settings","Open Settings","in","Buka Pengaturan"
"sync_qr_code_title","Scan QR Code","in","Pindai Kode QR"
"sync_qr_code_message","Open your camera and scan this code to access the server.","in","Buka kamera Anda dan pindai kode ini untuk mengakses server."
"sync_close","Close","in","Tutup"
"sync_server_offline","Server Offline","in","Server Offline"
"sync_server_starting","Starting…","in","Memulai…"
"sync_server_online","Server Online","in","Server Online"
"sync_server_error","Error","in","Kesalahan"
"sync_hero_subtitle","Share APK files to other devices on the same Wi-Fi network.","in","Bagikan file APK ke perangkat lain di jaringan Wi-Fi yang sama."
"sync_server_mode","Server Mode","in","Mode Server"
"sync_server_running","Running","in","Berjalan"
"sync_server_tap_to_start","Tap to start","in","Ketuk untuk memulai"
"sync_server_settings","Server Settings","in","Pengaturan Server"
"sync_port","Port","in","Port"
"sync_require_pin","Require PIN","in","Wajibkan PIN"
"sync_require_pin_subtitle","Guard transfers with a password","in","Lindungi transfer dengan kata sandi"
"sync_pin_code","PIN Code","in","Kode PIN"
"sync_active_downloads","Active Downloads","in","Unduhan Aktif"
"sync_active_downloads_count","%d downloading","in","%d mengunduh"
"sync_no_active_downloads","No active downloads","in","Tidak ada unduhan aktif"
"sync_server_url","Server URL","in","URL Server"
"sync_active_transfer","Active Transfer","in","Transfer Aktif"
"sync_active_transfers_count","Active Transfers (%d)","in","Transfer Aktif (%d)"
"sync_add_files_to_share","Add Files to Share","in","Tambahkan File untuk Dibagikan"
"sync_shared_files_count","Shared Files (%1$d)","in","File Dibagikan (%1$d)"
"sync_empty_state_message","Turn on the server to start sharing files","in","Nyalakan server untuk mulai membagikan file"
"sync_delete_cd","Delete","in","Hapus"
"sync_percentage","%1$d%%","in","%1$d%%"
"sync_transfer_progress","%1$s / %2$s","in","%1$s / %2$s"
"sync_toast_added_skipped","Added %1$d file(s), skipped %2$d unsupported","in","Ditambahkan %1$d file, dilewati %2$d tidak didukung"
"sync_toast_added","Added %1$d file(s) to Sync Folder","in","Ditambahkan %1$d file ke Folder Sinkronisasi"
"sync_toast_unsupported","No supported package files selected (apk, apk+, apks, xapk, apkm, zip)","in","Tidak ada file paket yang didukung yang dipilih (apk, apk+, apks, xapk, apkm, zip)"
"sync_toast_failed","Failed to copy files","in","Gagal menyalin file"
"file_size_gb","%1$.1f GB","in","%1$.1f GB"
"file_size_mb","%1$.1f MB","in","%1$.1f MB"
"file_size_kb","%1$.0f KB","in","%1$.0f KB"
"file_size_b","%1$d B","in","%1$d B"
"setting_retry_root","Retry Root Probe","in","Coba Lagi Uji Root"
"setting_section_interface","Interface","in","Antarmuka"
"setting_section_security","Security","in","Keamanan"
"setting_lock_install_title","Lock Installations","in","Kunci Penginstalan"
"setting_lock_install_subtitle","Require biometric to confirm install","in","Wajibkan biometrik untuk mengonfirmasi penginstalan"
"setting_lock_uninstall_title","Lock Uninstalls","in","Kunci Penghapusan Instalasi"
"setting_lock_uninstall_subtitle","Require biometric to confirm uninstall","in","Wajibkan biometrik untuk mengonfirmasi penghapusan instalasi"
"setting_biometric_unavailable","No biometric or device lock set up on this device.","in","Tidak ada biometrik atau kunci perangkat yang disiapkan di perangkat ini."
"setting_section_sync_short","Sync","in","Sinkronisasi"
"setting_sync_control_panel","Sync Control Panel","in","Panel Kontrol Sinkronisasi"
"setting_section_advanced","Advanced","in","Lanjutan"
"setting_vt_api_key_title","VirusTotal API Key","in","Kunci API VirusTotal"
"setting_vt_api_key_placeholder","Paste API key here…","in","Tempel kunci API di sini…"
"setting_diagnostics_title","Diagnostics","in","Diagnostik"
"setting_installer_package_title","Installer Package","in","Paket Penginstal"
"backup_settings_title","Backup Settings","in","Pengaturan Pencadangan"
"backup_output_path","Output Path","in","Jalur Output"
"backup_filename_template","Filename Template","in","Template Nama File"
"backup_tags_hint","Tags: {name}, {pkg}, {version}, {code}","in","Tag: {name}, {pkg}, {version}, {code}"
"app_name","Universal Installer","it","Universal Installer"
"download_notif_running_text","%1$s / %2$s · %3$d%%","it","%1$s / %2$s · %3$d%%"
"source_action_browse_packages_sub",".APK · .APK+ · .XAPK · .APKS · .APKM","it",".APK · .APK+ · .XAPK · .APKS · .APKM"
"obb_copy_progress","%1$s / %2$s · %3$d%%","it","%1$s / %2$s · %3$d%%"
"obb_notif_running_text","%d%%","it","%d%%"
"apk_info_version_detail","%1$s (%2$d)","it","%1$s (%2$d)"
"uninstall_current_sort_summary","%1$s %2$s","it","%1$s %2$s"
"setting_shizuku_installer_preset_play","Google Play Store","it","Google Play Store"
"setting_shizuku_installer_preset_aurora","Aurora Store","it","Aurora Store"
